"DATE","day_of_year","year","season","Net_Depth","Station","source","CI","CSI","DW","Cfin_CI_m2","Cfin_CII_m2","Cfin_CIII_m2","Cfin_CIV_m2","Cfin_CV_m2","Cfin_F_m2","Cfin_M_m2"
"2007-09-11",254,2007,"fall",245,"WB-7","UBER",101997.747474839,4.64864864864865,27.7444959843243,3695.57056068256,3695.57056068256,4434.68467281907,8130.25523350162,84998.1228956988,2956.45644854604,1478.22822427302
"2007-09-11",254,2007,"fall",245,"WB-7","UBER",NA,NA,26.1369227904274,NA,NA,NA,NA,NA,NA,NA
"2008-01-17",17,2008,"winter",253,"WB-7","UBER",NA,NA,11.7952643020672,NA,NA,NA,NA,NA,NA,NA
"2008-01-17",17,2008,"winter",254,"WB-7","UBER",NA,NA,12.8745526982186,NA,NA,NA,NA,NA,NA,NA
"2008-04-17",108,2008,"spring",255,"WB-7","UBER",NA,NA,1.3385936268135,NA,NA,NA,NA,NA,NA,NA
"2008-04-17",108,2008,"spring",255,"WB-7","UBER",NA,NA,1.26012434524168,NA,NA,NA,NA,NA,NA,NA
"2008-06-09",161,2008,"summer",255,"WB-7","UBER",47635.469754191,4.33333333333333,5.51131307039768,1661.70243328573,553.900811095244,553.900811095244,24925.536499286,21048.2308216193,553.900811095244,553.900811095244
"2008-06-09",161,2008,"summer",255,"WB-7","UBER",NA,NA,5.61747739252428,NA,NA,NA,NA,NA,NA,NA
"2008-07-11",193,2008,"summer",245,"WB-7","UBER",NA,NA,11.3869767901031,NA,NA,NA,NA,NA,NA,NA
"2008-07-11",193,2008,"summer",245,"WB-7","UBER",NA,NA,12.2323385558593,NA,NA,NA,NA,NA,NA,NA
"2012-04-06",97,2012,"spring",256,"WB-7","UBER",0,1.11764705882353,0.895405709835015,5538.59201959795,738.478935946394,0,0,0,0,0
"2012-04-06",97,2012,"spring",256,"WB-7","UBER",1846.19733986598,1.79166666666667,1.48618885859211,7384.78935946394,1846.19733986598,461.549334966496,461.549334966496,0,923.098669932992,0
"2012-05-24",145,2012,"spring",255,"WB-7","UBER",101525.757898288,4.70899470899471,16.4197681818291,551.770423360262,2207.08169344105,3862.39296352184,23726.1282044913,64005.3691097905,9931.86762048473,0
"2012-05-24",145,2012,"spring",255,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-05-24",145,2012,"spring",255,"WB-7","UBER",171416.678190588,4.61410788381743,13.7252892810865,2207.08169344105,3678.46948906842,2207.08169344105,56648.4301316536,100054.370102661,8828.3267737642,3678.46948906842
"2012-05-24",145,2012,"spring",255,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-06-11",163,2012,"summer",253,"WB-7","UBER",84796.6398044504,3.22410147991543,17.1920016676706,17235.0893911485,61012.2164446656,13788.0715129188,15511.5804520336,49981.7592343305,5170.52681734454,344.701787822969
"2012-06-11",163,2012,"summer",253,"WB-7","UBER",63246.6226764466,3.06953642384106,13.0694298391986,21236.0922855222,54936.8474342857,10618.0461427611,5539.85016144058,39702.2594903241,6924.81270180072,461.654180120048
"2012-06-11",163,2012,"summer",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-06-11",163,2012,"summer",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-06-18",170,2012,"summer",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-06-18",170,2012,"summer",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-06-18",170,2012,"summer",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-06-18",170,2012,"summer",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-07-03",185,2012,"summer",254,"WB-7","UBER",NA,NA,12.9103593578213,NA,NA,NA,NA,NA,NA,NA
"2012-07-03",185,2012,"summer",254,"WB-7","UBER",86344.2946544104,4.87353629976581,12.0067268830277,0,0,202.211462890891,20018.9348261982,56619.2096094494,7886.24705274474,1617.69170312713
"2012-07-03",185,2012,"summer",254,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-07-03",185,2012,"summer",254,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-07-18",200,2012,"summer",254,"WB-7","UBER",68134.9579869867,4.94715447154472,11.9605471642468,0,0,276.97137393084,8032.16984399437,54840.3320383064,4708.51335682429,276.97137393084
"2012-07-18",200,2012,"summer",254,"WB-7","UBER",74782.2709613269,4.92222222222222,13.7331639574042,0,0,0,10524.9122093719,59548.8453951307,4431.54198289345,276.97137393084
"2012-07-18",200,2012,"summer",254,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-08-07",220,2012,"summer",249,"WB-7","UBER",45406.0061558716,4.92561983471074,13.3638131754213,0,0,0,5628.84373833119,37525.6249222079,2063.90937072144,187.62812461104
"2012-08-07",220,2012,"summer",249,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-08-07",220,2012,"summer",248,"WB-7","UBER",42669.1322011117,4.87417218543046,NA,0,0,565.154068888898,5368.96365444453,35604.7063400005,847.731103333346,282.577034444449
"2012-08-27",240,2012,"summer",251,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-08-27",240,2012,"summer",251,"WB-7","UBER",54945.330841345,4.95798319327731,15.1538299009491,0,0,0,5309.8428964325,46634.272394755,2770.35281553,230.8627346275
"2012-08-27",240,2012,"summer",251,"WB-7","UBER",57253.95818762,4.95161290322581,13.8656158417276,0,0,0,5771.5683656875,48481.174271775,3001.2155501575,0
"2012-09-14",258,2012,"fall",252,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-09-14",258,2012,"fall",252,"WB-7","UBER",22992.1462253932,4.81927710843374,NA,0,0,554.027619888993,3324.16571933396,18836.9390762258,277.013809944497,0
"2012-09-14",258,2012,"fall",252,"WB-7","UBER",37166.0195008866,4.93913043478261,8.4258367191451,0,0,0,4039.78472835724,31348.7294920522,1615.9138913429,161.59138913429
"2012-10-24",298,2012,"fall",250,"WB-7","UBER",39065.0264157464,5,14.1160503254062,0,0,0,1662.34154960623,35740.3433165339,1662.34154960623,0
"2012-10-24",298,2012,"fall",250,"WB-7","UBER",26782.1694103226,4.95258620689655,9.15211375366539,0,0,0,1616.1653954505,24819.6828587041,346.321156167964,0
"2012-11-06",311,2012,"fall",249,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-06",311,2012,"fall",249,"WB-7","UBER",50182.038857534,4.92638036809816,9.12050859603954,0,0,0,4002.24849784013,45871.9250906292,307.865269064626,0
"2012-11-06",311,2012,"fall",249,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-06",311,2012,"fall",249,"WB-7","UBER",NA,NA,16.7309380473171,NA,NA,NA,NA,NA,NA,NA
"2012-11-19",324,2012,"fall",250,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-19",324,2012,"fall",250,"WB-7","UBER",23085.9040823746,4.95180722891566,12.363475138091,0,0,278.143422679212,556.286845358424,22251.473814337,0,0
"2012-11-19",324,2012,"fall",250,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-19",324,2012,"fall",250,"WB-7","UBER",26998.4548947288,4.94505494505495,16.8786700329169,0,0,445.029476286739,1038.40211133572,25069.9938308196,445.029476286739,0
"2013-01-03",3,2013,"winter",255,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-03",3,2013,"winter",255,"WB-7","UBER",20106.5994427574,5.08264462809917,6.69758397416,0,0,0,997.02145997144,16450.8540895288,1329.36194662859,1329.36194662859
"2013-01-03",3,2013,"winter",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-03",3,2013,"winter",253,"WB-7","UBER",19758.7989091381,5.1214953271028,6.75400065515631,0,0,0,184.661672048019,16988.8738284178,1661.95504843217,923.308360240096
"2013-01-28",28,2013,"winter",254,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-28",28,2013,"winter",254,"WB-7","UBER",NA,NA,6.55960537259542,NA,NA,NA,NA,NA,NA,NA
"2013-01-28",28,2013,"winter",253,"WB-7","UBER",NA,NA,0.406255678505647,NA,NA,NA,NA,NA,NA,NA
"2013-01-28",28,2013,"winter",253,"WB-7","UBER",6024.58705056662,5.08474576271186,7.00791045422232,0,103.872190527011,103.872190527011,311.616571581032,4258.75981160744,934.849714743097,415.488762108043
"2013-03-18",77,2013,"spring",248,"WB-7","UBER",4156.51102990962,2.83870967741935,2.18909580908574,3602.30955925501,831.302205981925,1385.50367663654,554.201470654617,554.201470654617,1662.60441196385,0
"2013-03-18",77,2013,"spring",248,"WB-7","UBER",NA,NA,2.15676738996421,NA,NA,NA,NA,NA,NA,NA
"2013-03-18",77,2013,"spring",249,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-03-18",77,2013,"spring",249,"WB-7","UBER",2101.18046136607,1.93650793650794,1.46851733343825,6465.17065035714,1616.29266258929,808.146331294643,0,161.629266258929,1131.4048638125,0
"2013-04-15",105,2013,"spring",256,"WB-7","UBER",38631.6793366957,2.53181818181818,7.91095560132575,27416.0304970099,25339.0584896606,16200.381657324,10800.254438216,8307.88802939693,2492.36640881908,830.788802939693
"2013-04-15",105,2013,"spring",256,"WB-7","UBER",NA,NA,8.0217274417177,NA,NA,NA,NA,NA,NA,NA
"2013-04-15",105,2013,"spring",259,"WB-7","UBER",62756.7809375152,2.65277777777778,9.99494025813662,32301.284306074,37838.6473299724,24918.1336075428,22149.4520955936,12920.5137224296,2768.6815119492,0
"2013-04-15",105,2013,"spring",259,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-05-21",141,2013,"spring",248,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-05-21",141,2013,"spring",248,"WB-7","UBER",275992.332385999,3.55445544554455,22.6345117306523,6650.4176478554,53203.3411828432,109731.891189614,91443.2426580117,63178.9676546263,6650.4176478554,4987.81323589155
"2013-05-21",141,2013,"spring",247,"WB-7","UBER",234630.727570046,3.4478527607362,18.5210475896828,11084.9162631518,55424.5813157589,90526.8161490729,86831.8440613557,46187.1510964658,7389.94417543453,3694.97208771726
"2013-05-21",141,2013,"spring",247,"WB-7","UBER",NA,NA,19.6526327915462,NA,NA,NA,NA,NA,NA,NA
"2014-02-12",43,2014,"winter",250,"WB-7","UBER",2522.84776352003,4.61111111111111,0.864308956020765,654.071642394084,186.877612112596,0,0,654.071642394084,1868.77612112595,0
"2014-02-12",43,2014,"winter",250,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-02-12",43,2014,"winter",255,"WB-7","UBER",NA,NA,1.17256540933393,NA,NA,NA,NA,NA,NA,NA
"2014-02-12",43,2014,"winter",255,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-04-21",111,2014,"spring",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-04-21",111,2014,"spring",253,"WB-7","UBER",NA,NA,3.40700784928595,NA,NA,NA,NA,NA,NA,NA
"2014-04-21",111,2014,"spring",255,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-04-21",111,2014,"spring",255,"WB-7","UBER",12693.560254266,1.70769230769231,NA,39234.6407859131,23079.2004623018,8077.72016180565,4615.84009246037,0,0,0
"2014-07-17",198,2014,"summer",248,"WB-7","UBER",NA,NA,11.2964733101766,NA,NA,NA,NA,NA,NA,NA
"2014-07-17",198,2014,"summer",250,"WB-7","UBER",87734.6928958842,3.81081081081081,11.9596239263337,5541.13849868742,9235.23083114571,16623.4154960623,39711.4925739265,30476.2617427808,923.523083114571,0
"2015-03-25",84,2015,"spring",255,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-25",84,2015,"spring",255,"WB-7","UBER",2574.9286423479,1.72222222222222,1.29666049489662,10728.8693431162,2145.77386862324,1287.46432117395,0,0,1287.46432117395,0
"2015-03-25",84,2015,"spring",254,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-25",84,2015,"spring",254,"WB-7","UBER",NA,NA,1.6416168190009,NA,NA,NA,NA,NA,NA,NA
"2015-06-05",156,2015,"summer",255,"WB-7","UBER",NA,NA,19.6496312736038,NA,NA,NA,NA,NA,NA,NA
"2015-06-05",156,2015,"summer",255,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-05",156,2015,"summer",261,"WB-7","UBER",250529.312371164,3.99494949494949,19.963910398343,5536.55938941798,17993.8180156084,41524.1954206349,125956.726109259,73359.4119097882,2768.27969470899,6920.69923677248
"2015-06-05",156,2015,"summer",261,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-08-26",238,2015,"summer",253,"WB-7","UBER",31546.3689748699,4.23255813953488,12.6354749098857,0,1538.84726706683,769.423633533413,19235.5908383353,11541.3545030012,0,0
"2015-10-07",280,2015,"fall",251,"WB-7","UBER",NA,NA,8.94362233946935,NA,NA,NA,NA,NA,NA,NA
"2015-10-07",280,2015,"fall",252,"WB-7","UBER",37396.864342507,4.61818181818182,11.3437155172271,0,692.534524861241,692.534524861241,11080.5523977799,25623.7774198659,0,0
"2015-11-18",322,2015,"fall",249,"WB-7","UBER",19703.3772201361,4.90625,4.81193415548011,0,0,0,3078.65269064626,15393.2634532313,615.730538129251,615.730538129251
"2015-11-18",322,2015,"fall",248,"WB-7","UBER",NA,NA,5.90224566247166,NA,NA,NA,NA,NA,NA,NA
"2016-01-25",25,2016,"winter",255,"WB-7","UBER",4308.11741962968,5.42857142857143,3.44341670897543,0,0,0,615.445345661383,1230.89069132277,2154.05870981484,307.722672830691
"2016-03-08",68,2016,"winter",255,"WB-7","UBER",NA,NA,2.71411397436668,NA,NA,NA,NA,NA,NA,NA
"2016-03-08",68,2016,"winter",253,"WB-7","UBER",2954.5867527683,5.05555555555555,2.64066191028667,184.661672048019,184.661672048019,184.661672048019,0,923.308360240096,1292.63170433613,553.985016144058
"2016-03-30",90,2016,"spring",254,"WB-7","UBER",4431.54198289344,1.94117647058823,2.11883101057093,9970.96946151026,4431.54198289345,2215.77099144672,1107.88549572336,0,0,1107.88549572336
"2016-03-30",90,2016,"spring",255,"WB-7","UBER",NA,NA,2.48332196974368,NA,NA,NA,NA,NA,NA,NA
"2016-04-21",112,2016,"spring",254,"WB-7","UBER",27697.137393084,2.09375,7.78289560745662,38775.9923503177,22157.7099144672,16618.2824358504,5539.42747861681,2769.7137393084,2769.7137393084,0
"2016-04-21",112,2016,"spring",255,"WB-7","UBER",NA,NA,8.22542704476438,NA,NA,NA,NA,NA,NA,NA
"2016-05-11",132,2016,"spring",254,"WB-7","UBER",NA,NA,15.6719635749201,NA,NA,NA,NA,NA,NA,NA
"2016-05-11",132,2016,"spring",254,"WB-7","UBER",129622.602999633,3.25961538461538,15.0626265522722,16618.2824358504,26589.2518973607,51516.6755511363,56502.1602818914,16618.2824358504,1661.82824358504,3323.65648717009
"2016-06-15",167,2016,"summer",254,"WB-7","UBER",NA,NA,16.2166739436507,NA,NA,NA,NA,NA,NA,NA
"2016-06-15",167,2016,"summer",254,"WB-7","UBER",9337.29253024425,4.55056179775281,17.5184394011257,0,0,104.913399216227,4721.10296473024,3776.88237178419,734.393794513592,0
"2016-07-27",209,2016,"summer",253,"WB-7","UBER",118491.239564146,4.70714285714286,23.4612654337008,0,0,2539.09799066026,33008.2738785834,79558.403707355,3385.46398754702,0
"2016-07-27",209,2016,"summer",253,"WB-7","UBER",NA,NA,22.7318518291112,NA,NA,NA,NA,NA,NA,NA
"2016-10-12",286,2016,"fall",250,"WB-7","UBER",55411.3849868742,4.71232876712329,14.2130202491333,769.602569262142,0,1539.20513852428,11544.0385389321,40788.9361708935,1539.20513852428,0
"2016-10-12",286,2016,"fall",252,"WB-7","UBER",NA,NA,16.0668009767808,NA,NA,NA,NA,NA,NA,NA
"2017-01-14",14,2017,"winter",255,"WB-7","UBER",20309.6964068257,5.14772727272727,5.39591706808616,0,0,0,692.376013869055,15924.6483189883,1846.33603698415,1846.33603698415
"2017-01-14",14,2017,"winter",255,"WB-7","UBER",NA,NA,4.59276089199807,NA,NA,NA,NA,NA,NA,NA
"2017-03-06",65,2017,"winter",253,"WB-7","UBER",NA,NA,3.40700784928595,NA,NA,NA,NA,NA,NA,NA
"2017-03-06",65,2017,"winter",252,"WB-7","UBER",3924.36230754703,2.9047619047619,2.59007912298104,4847.74167402869,923.379366481655,461.689683240828,0,692.534524861241,2539.29325782455,230.844841620414
"2017-04-14",104,2017,"spring",254,"WB-7","UBER",NA,NA,1.80493012011597,NA,NA,NA,NA,NA,NA,NA
"2017-04-14",104,2017,"spring",254,"WB-7","UBER",5170.13231337568,2.04166666666667,1.6802930018471,8863.08396578689,3692.95165241121,2954.36132192896,738.590330482241,738.590330482241,738.590330482241,0
"2017-05-16",136,2017,"spring",257,"WB-7","UBER",NA,NA,20.0417262349209,NA,NA,NA,NA,NA,NA,NA
"2017-05-16",136,2017,"spring",255,"WB-7","UBER",140241.649270733,3.05263157894737,19.1556298643238,59775.1291973618,18392.3474453421,39083.7383213519,57476.085766694,39083.7383213519,2299.04343066776,2299.04343066776
"2017-06-15",166,2017,"summer",254,"WB-7","UBER",104018.138209582,4.52941176470588,17.7538650689669,615.491942068534,0,3077.45971034267,43084.4359447974,55394.2747861681,1846.4758262056,615.491942068534
"2017-06-15",166,2017,"summer",255,"WB-7","UBER",NA,NA,16.0677393618545,NA,NA,NA,NA,NA,NA,NA
"2017-07-19",200,2017,"summer",254,"WB-7","UBER",44315.4198289346,3.25510204081633,10.1879303710894,8616.88718895948,7385.90330482241,15387.2985517134,19080.2502041246,8616.88718895948,1230.98388413707,0
"2017-07-19",200,2017,"summer",254,"WB-7","UBER",NA,NA,11.0049959241854,NA,NA,NA,NA,NA,NA,NA
"2020-01-04",4,2020,"winter",252,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-04",4,2020,"winter",252,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-04",4,2020,"winter",254,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
